,states,year,quarter,district,trans_counts,amount
1127,assam,2020,2,hojai district,172987,285298432.0749479
1128,assam,2020,2,marigaon district,240281,429689787.586447
1129,assam,2020,2,chirang district,112936,166769974.1225149
1130,assam,2020,2,cachar district,448258,671325302.7518412
1131,assam,2020,2,nalbari district,198498,254116361.1258038
1132,assam,2020,2,west karbi anglong district,42806,49256668.87424505
1133,assam,2020,2,dhemaji district,205941,328331122.2696053
1134,assam,2020,2,karimganj district,219675,348307355.5519594
1135,assam,2020,2,bongaigaon district,215359,339332330.9810649
1136,assam,2020,2,dima hasao district,90255,143371839.6172748
1137,assam,2020,2,baksa district,220877,363494158.4504934
1138,assam,2020,2,charaideo district,132136,187405994.2347428
1139,assam,2020,2,darrang district,191116,334935860.5953754
1140,assam,2020,2,kamrup metropolitan district,2543890,7190215278.036328
1141,assam,2020,2,hailakandi district,145539,214091717.6600135
1142,assam,2020,2,barpeta district,519590,967512954.9444927
1143,assam,2020,2,goalpara district,261762,485118707.46153224
1144,assam,2020,2,biswanath district,166278,223505041.45463592
1145,assam,2020,2,jorhat district,306847,406689798.0164192
1146,assam,2020,3,tinsukia district,442335,839411510.8503456
1147,assam,2020,3,lakhimpur district,258450,431917438.4007656
1148,assam,2020,3,kamrup district,445726,878646586.9277798
1149,assam,2020,3,kokrajhar district,169456,354873433.7407801
1150,assam,2020,3,karbi anglong district,186352,377558923.8426727
1151,assam,2020,3,sivasagar district,213330,375381648.7917502
1152,assam,2020,3,dibrugarh district,526945,1106487215.771987
1153,assam,2020,3,south salmara mancachar district,76074,203318061.9488448
1154,assam,2020,3,nagaon district,535675,1153926434.0592709
1155,assam,2020,3,dhubri district,265528,574593610.2092601
1156,assam,2020,3,golaghat district,278714,484885427.85811895
1157,assam,2020,3,udalguri district,154549,312073789.47531146
1158,assam,2020,3,majuli district,39125,56123804.82257187
1159,assam,2020,3,sonitpur district,540972,1164586118.8388221
1160,assam,2020,3,hojai district,175557,355628836.0341291
1161,assam,2020,3,marigaon district,230540,512119251.25606686
1162,assam,2020,3,chirang district,102868,192241344.0014076
1163,assam,2020,3,cachar district,487493,920279966.2377985
1164,assam,2020,3,nalbari district,175078,305820367.2778451
1165,assam,2020,3,west karbi anglong district,40408,63195580.4849911
1166,assam,2020,3,dhemaji district,206214,411442432.54643184
1167,assam,2020,3,karimganj district,249302,504923538.1515511
1168,assam,2020,3,bongaigaon district,227984,476147034.02800435
1169,assam,2020,3,dima hasao district,93676,180472116.28952
1170,assam,2020,3,baksa district,208297,442621506.64271426
1171,assam,2020,3,charaideo district,130863,244390041.98398152
1172,assam,2020,3,darrang district,188334,455692195.8874371
1173,assam,2020,3,kamrup metropolitan district,4268591,13346088870.1141
1174,assam,2020,3,hailakandi district,161126,294342674.92533815
1175,assam,2020,3,barpeta district,553783,1306355860.1566281
1176,assam,2020,3,goalpara district,277508,630486618.2775413
1177,assam,2020,3,biswanath district,171570,332570734.9531008
1178,assam,2020,3,jorhat district,315288,542788284.757088
1179,assam,2020,4,tinsukia district,543941,1209737013.9697669
1180,assam,2020,4,lakhimpur district,304251,620709324.0849249
1181,assam,2020,4,kamrup district,557203,1271039293.2521
1182,assam,2020,4,kokrajhar district,209653,522575460.2813618
1183,assam,2020,4,karbi anglong district,229991,548523247.5679932
1184,assam,2020,4,sivasagar district,259736,561002521.458745
1185,assam,2020,4,dibrugarh district,631601,1479167066.80543
1186,assam,2020,4,south salmara mancachar district,111015,338306352.614975
1187,assam,2020,4,nagaon district,667880,1665021995.819207
1188,assam,2020,4,dhubri district,337623,874322425.3902973
1189,assam,2020,4,golaghat district,337771,687756877.7912595
1190,assam,2020,4,udalguri district,181878,415302655.2781901
1191,assam,2020,4,majuli district,43480,69435583.78914571
1192,assam,2020,4,sonitpur district,676306,1560923095.7659302
1193,assam,2020,4,hojai district,224628,528926408.7801575
1194,assam,2020,4,marigaon district,277304,736327079.8480828
1195,assam,2020,4,chirang district,121011,281687589.5849322
1196,assam,2020,4,cachar district,623731,1434767202.348822
1197,assam,2020,4,nalbari district,210966,464782209.23467803
1198,assam,2020,4,west karbi anglong district,44259,80617646.24078932
1199,assam,2020,4,dhemaji district,250452,567469583.0598263
1200,assam,2020,4,karimganj district,309172,754661918.8881419
1201,assam,2020,4,bongaigaon district,301859,724047412.7652119
1202,assam,2020,4,dima hasao district,110429,262165738.17960852
1203,assam,2020,4,baksa district,253333,644108232.3336508
1204,assam,2020,4,charaideo district,152117,356182476.76104593
1205,assam,2020,4,darrang district,239602,682167456.1529417
1206,assam,2020,4,kamrup metropolitan district,5300547,16105922899.45602
1207,assam,2020,4,hailakandi district,189140,419018012.3664531
1208,assam,2020,4,barpeta district,724763,2053361856.477952
1209,assam,2020,4,goalpara district,381733,1018165139.8396721
1210,assam,2020,4,biswanath district,215627,472733035.602438
1211,assam,2020,4,jorhat district,400452,815676507.4744499
1212,assam,2021,1,tinsukia district,480161,1160430411.709109
1213,assam,2021,1,lakhimpur district,278213,669614741.670135
1214,assam,2021,1,kamrup district,557802,1450662971.695179
1215,assam,2021,1,kokrajhar district,228889,627990382.7904459
1216,assam,2021,1,karbi anglong district,217934,608528765.1323997
1217,assam,2021,1,sivasagar district,242611,602350918.9850893
1218,assam,2021,1,dibrugarh district,680608,1710571109.982249
1219,assam,2021,1,south salmara mancachar district,134708,477352228.406156
1220,assam,2021,1,nagaon district,675634,2019926209.3789349
1221,assam,2021,1,dhubri district,362613,1035861131.43183
1222,assam,2021,1,golaghat district,311238,749087184.8333428
1223,assam,2021,1,udalguri district,173233,451305008.4328211
1224,assam,2021,1,majuli district,34915,74357604.61004795
1225,assam,2021,1,sonitpur district,669242,1689369790.428941
1226,assam,2021,1,hojai district,220269,591418708.8113766
1227,assam,2021,1,marigaon district,298011,918760114.9692956
1228,assam,2021,1,chirang district,127192,321319197.0773881
1229,assam,2021,1,cachar district,614703,1577581912.681296
1230,assam,2021,1,nalbari district,197323,506378435.7122495
1231,assam,2021,1,west karbi anglong district,41137,84887268.51304872
1232,assam,2021,1,dhemaji district,231336,615209792.8336076
1233,assam,2021,1,karimganj district,304173,916185934.3111196
1234,assam,2021,1,bongaigaon district,321020,874996649.1810182
1235,assam,2021,1,dima hasao district,104846,283821933.2230361
1236,assam,2021,1,baksa district,260583,764921383.8988845
1237,assam,2021,1,charaideo district,138143,380869059.43503374
1238,assam,2021,1,darrang district,259665,757825643.4042199
1239,assam,2021,1,kamrup metropolitan district,9400818,24003716533.697933
1240,assam,2021,1,hailakandi district,189886,515905421.9034898
1241,assam,2021,1,barpeta district,768249,2378951523.3799777
1242,assam,2021,1,goalpara district,400249,1203600745.346328
1243,assam,2021,1,biswanath district,197774,446301042.8269607
1244,assam,2021,1,jorhat district,388882,856404785.4295708
1245,assam,2021,2,tinsukia district,606143,1318534292.526462
1246,assam,2021,2,lakhimpur district,361975,751021666.6941358
1247,assam,2021,2,kamrup district,737877,1686926641.0395188
1248,assam,2021,2,kokrajhar district,291109,760467202.4006457
1249,assam,2021,2,karbi anglong district,275847,664132421.6116568
1250,assam,2021,2,sivasagar district,303100,635897961.4545786
1251,assam,2021,2,dibrugarh district,870918,1976153977.772892
1252,assam,2021,2,south salmara mancachar district,213176,702484951.4538276
1253,assam,2021,2,nagaon district,928187,2446953429.3994994
1254,assam,2021,2,dhubri district,528440,1316708576.798175
1255,assam,2021,2,golaghat district,382567,828266419.210104
1256,assam,2021,2,udalguri district,229956,535712130.3641451
1257,assam,2021,2,majuli district,44407,85365999.51292944
1258,assam,2021,2,sonitpur district,848080,1929013770.5926268
1259,assam,2021,2,hojai district,285880,717552682.8425927
1260,assam,2021,2,marigaon district,452067,1213004303.8796182
1261,assam,2021,2,chirang district,173228,416705187.8542394
1262,assam,2021,2,cachar district,743120,1680050955.980187
1263,assam,2021,2,nalbari district,265787,614926960.4062058
1264,assam,2021,2,west karbi anglong district,51169,93322156.33253613
1265,assam,2021,2,dhemaji district,299375,707439590.8525485
1266,assam,2021,2,karimganj district,376322,1008636324.559234
1267,assam,2021,2,bongaigaon district,445957,1107075859.501885
1268,assam,2021,2,dima hasao district,127333,291445306.0089373
1269,assam,2021,2,baksa district,333425,874733682.7849679
1270,assam,2021,2,charaideo district,169721,406368639.266593
1271,assam,2021,2,darrang district,373027,991719331.0625446
1272,assam,2021,2,kamrup metropolitan district,12113618,26948905679.32875
1273,assam,2021,2,hailakandi district,258553,622102715.3474636
1274,assam,2021,2,barpeta district,1094358,2927546915.444962
1275,assam,2021,2,goalpara district,544911,1475602701.250786
1276,assam,2021,2,biswanath district,255222,546335899.8896878
1277,assam,2021,2,jorhat district,448050,911359043.2389444
1278,assam,2021,3,tinsukia district,726497,1620117007.206979
1279,assam,2021,3,lakhimpur district,433255,930738036.1633754
1280,assam,2021,3,kamrup district,957373,2112276358.418825
1281,assam,2021,3,kokrajhar district,366661,966061545.1374367
1282,assam,2021,3,karbi anglong district,338533,828250761.6786599
1283,assam,2021,3,sivasagar district,350815,733449637.2748528
1284,assam,2021,3,dibrugarh district,1116075,2517711536.27678
1285,assam,2021,3,south salmara mancachar district,245208,682772092.1272931
1286,assam,2021,3,nagaon district,1156024,2903215135.784227
1287,assam,2021,3,dhubri district,668723,1682447560.5368931
1288,assam,2021,3,golaghat district,446587,965096814.5378057
1289,assam,2021,3,udalguri district,291168,657660643.9182184
1290,assam,2021,3,majuli district,51208,102034225.95327789
1291,assam,2021,3,sonitpur district,1030160,2385666128.443201
1292,assam,2021,3,hojai district,368350,874185464.7310761
1293,assam,2021,3,marigaon district,554657,1470486045.681389
1294,assam,2021,3,chirang district,220676,528538770.57299644
1295,assam,2021,3,cachar district,998685,2285248942.880948
1296,assam,2021,3,nalbari district,318284,722110352.781739
1297,assam,2021,3,west karbi anglong district,57137,112522665.5361256
1298,assam,2021,3,dhemaji district,359737,848544237.4544444
1299,assam,2021,3,karimganj district,524239,1393649226.029473
1300,assam,2021,3,bongaigaon district,548175,1331228200.275841
1301,assam,2021,3,dima hasao district,149975,353350846.5920651
1302,assam,2021,3,baksa district,418859,1074324607.675174
1303,assam,2021,3,charaideo district,201059,479392451.000507
1304,assam,2021,3,darrang district,498938,1241235475.745712
1305,assam,2021,3,kamrup metropolitan district,16840668,36123082534.661125
1306,assam,2021,3,hailakandi district,360281,801449299.0694864
1307,assam,2021,3,barpeta district,1436928,3522432994.68204
1308,assam,2021,3,goalpara district,650085,1747257315.993659
1309,assam,2021,3,biswanath district,288131,620203649.3743759
1310,assam,2021,3,jorhat district,531290,1083758709.111414
1311,assam,2021,4,tinsukia district,924326,2099664801.031059
1312,assam,2021,4,lakhimpur district,560279,1263722648.481591
1313,assam,2021,4,kamrup district,1326629,2906827875.9780297
1314,assam,2021,4,kokrajhar district,529425,1392051533.964034
1315,assam,2021,4,karbi anglong district,448701,1157896438.235495
1316,assam,2021,4,sivasagar district,452511,991840782.9964149
1317,assam,2021,4,dibrugarh district,1489321,3247229901.080471
1318,assam,2021,4,south salmara mancachar district,314595,919174483.7722924
1319,assam,2021,4,nagaon district,1599255,4181552742.898879
1320,assam,2021,4,dhubri district,947815,2452971274.528925
1321,assam,2021,4,golaghat district,597064,1337575801.951691
1322,assam,2021,4,udalguri district,406086,917680978.0577191
1323,assam,2021,4,majuli district,65312,129028300.4276244
1324,assam,2021,4,sonitpur district,1437714,3119948215.769207
1325,assam,2021,4,hojai district,527676,1247022294.095103
1326,assam,2021,4,marigaon district,846244,2372441369.988904
1327,assam,2021,4,chirang district,298090,751602013.9126096
1328,assam,2021,4,cachar district,1424029,3288405319.03048
1329,assam,2021,4,nalbari district,437199,1015183560.998429
1330,assam,2021,4,west karbi anglong district,72436,155335117.4559282
1331,assam,2021,4,dhemaji district,450526,1098025411.044142
1332,assam,2021,4,karimganj district,719693,2011084236.744081
1333,assam,2021,4,bongaigaon district,760610,1900609318.3116772
1334,assam,2021,4,dima hasao district,188499,461001023.11421895
1335,assam,2021,4,baksa district,575080,1530357403.562703
1336,assam,2021,4,charaideo district,255415,657528333.4175942
1337,assam,2021,4,darrang district,772608,2012722511.5476182
1338,assam,2021,4,kamrup metropolitan district,22903930,48177919267.3695
1339,assam,2021,4,hailakandi district,494043,1131182051.5056121
1340,assam,2021,4,barpeta district,2145496,5341626359.64399
1341,assam,2021,4,goalpara district,920783,2590433257.901761
1342,assam,2021,4,biswanath district,368466,837297984.1361362
1343,assam,2021,4,jorhat district,760505,1488025280.261267
1344,assam,2022,1,tinsukia district,1110108,2471991459.737616
1345,assam,2022,1,lakhimpur district,725851,1653871930.753217
1346,assam,2022,1,kamrup district,1708845,3838019247.4239674
1347,assam,2022,1,kokrajhar district,703834,1794915585.468485
1348,assam,2022,1,karbi anglong district,576671,1480533626.526407
1349,assam,2022,1,sivasagar district,570136,1201010320.385499
1350,assam,2022,1,dibrugarh district,1830668,3721424814.9586678
1351,assam,2022,1,south salmara mancachar district,424292,1357660615.53992
1352,assam,2022,1,nagaon district,2049272,5405490459.948576
1353,assam,2022,1,dhubri district,1247298,3380205337.130154
1354,assam,2022,1,golaghat district,753488,1681747448.4110463
1355,assam,2022,1,udalguri district,547716,1168300625.428216
1356,assam,2022,1,majuli district,89346,172837394.19285652
1357,assam,2022,1,sonitpur district,1805856,3651941482.298712
1358,assam,2022,1,hojai district,665166,1595056089.1451938
1359,assam,2022,1,marigaon district,1027786,2790138101.722805
1360,assam,2022,1,chirang district,363645,951303010.3050022
1361,assam,2022,1,cachar district,1869862,4225305321.2857337
1362,assam,2022,1,nalbari district,571467,1369285179.166545
1363,assam,2022,1,west karbi anglong district,88219,186901516.61209762
1364,assam,2022,1,dhemaji district,562489,1369239048.8460479
1365,assam,2022,1,karimganj district,962907,2759677605.069689
1366,assam,2022,1,bongaigaon district,1014501,2661981437.2454042
1367,assam,2022,1,dima hasao district,216314,509944077.09921765
1368,assam,2022,1,baksa district,731895,1944006764.8451731
1369,assam,2022,1,charaideo district,311136,742058516.3146229
1370,assam,2022,1,darrang district,1205741,2732173374.6894693
1371,assam,2022,1,kamrup metropolitan district,28908435,60093746992.89226
1372,assam,2022,1,hailakandi district,652625,1476770132.029495
1373,assam,2022,1,barpeta district,2846523,7413611760.549711
1374,assam,2022,1,goalpara district,1299073,3720380319.732235
1375,assam,2022,1,biswanath district,470228,990785769.7113907
1376,assam,2022,1,jorhat district,978493,1768122527.237476
1377,assam,2022,2,tinsukia district,1393042,2864342184.623848
1378,assam,2022,2,lakhimpur district,949594,1949181060.629253
1379,assam,2022,2,kamrup district,2122755,4247651138.552457
1380,assam,2022,2,kokrajhar district,941658,2134593237.405254
1381,assam,2022,2,karbi anglong district,663418,1596022243.6550171
1382,assam,2022,2,sivasagar district,694978,1292419445.258157
1383,assam,2022,2,dibrugarh district,2372318,4426557091.530312
1384,assam,2022,2,south salmara mancachar district,532090,1518417902.485162
1385,assam,2022,2,nagaon district,2624899,6401629329.647786
1386,assam,2022,2,dhubri district,1748061,4095843491.511972
1387,assam,2022,2,golaghat district,928135,1870905474.8373482
1388,assam,2022,2,udalguri district,731430,1374405319.608431
1389,assam,2022,2,majuli district,105899,192613565.73612753
1390,assam,2022,2,sonitpur district,2331103,4228702694.6406846
1391,assam,2022,2,hojai district,832316,1885347223.235883
1392,assam,2022,2,marigaon district,1362294,3195268221.1941223
1393,assam,2022,2,chirang district,483371,1142819737.07108
1394,assam,2022,2,cachar district,2208886,4390976386.361718
1395,assam,2022,2,nalbari district,711088,1547056523.5514271
1396,assam,2022,2,west karbi anglong district,98911,208934121.882908
1397,assam,2022,2,dhemaji district,698448,1532877539.60587
1398,assam,2022,2,karimganj district,1164306,2886007289.474466
1399,assam,2022,2,bongaigaon district,1380703,3242058585.814122
1400,assam,2022,2,dima hasao district,228456,545715522.4659376
1401,assam,2022,2,baksa district,905373,2132096440.241951
1402,assam,2022,2,charaideo district,382915,812357268.893158
1403,assam,2022,2,darrang district,1764727,3227701241.992287
1404,assam,2022,2,kamrup metropolitan district,37896005,70515346667.22395
1405,assam,2022,2,hailakandi district,787208,1571435620.282404
1406,assam,2022,2,barpeta district,3782074,8597920826.987381
1407,assam,2022,2,goalpara district,1660385,4241626695.28664
1408,assam,2022,2,biswanath district,604714,1221547710.8569942
1409,assam,2022,2,jorhat district,1243165,2020664284.239387
1410,assam,2022,3,tinsukia district,1596815,3042250714.0585
1411,assam,2022,3,lakhimpur district,1107100,2067093940.620087
1412,assam,2022,3,kamrup district,2430234,4614592326.476387
1413,assam,2022,3,kokrajhar district,1067899,2284375602.779279
1414,assam,2022,3,karbi anglong district,859889,1828335931.769407
1415,assam,2022,3,sivasagar district,747403,1314001865.700468
1416,assam,2022,3,dibrugarh district,2307181,3933628296.025187
1417,assam,2022,3,south salmara mancachar district,605276,1484669445.1835501
1418,assam,2022,3,nagaon district,2968058,6558107158.010572
1419,assam,2022,3,dhubri district,2223747,4556385241.834756
1420,assam,2022,3,golaghat district,1053657,2034519777.287187
1421,assam,2022,3,udalguri district,863753,1579156771.5001862
1422,assam,2022,3,majuli district,134355,225690807.1441371
1423,assam,2022,3,sonitpur district,3096898,5410346627.41358
1424,assam,2022,3,hojai district,1043820,2113483858.3325522
1425,assam,2022,3,marigaon district,1489205,3238457317.646788
1426,assam,2022,3,chirang district,715691,1537298774.948396
1427,assam,2022,3,cachar district,2665315,5192449137.351445
1428,assam,2022,3,nalbari district,794013,1648877908.71653
1429,assam,2022,3,west karbi anglong district,109757,205472736.92329702
1430,assam,2022,3,dhemaji district,772797,1515654182.855371
1431,assam,2022,3,karimganj district,1334451,3178134072.435217
1432,assam,2022,3,bongaigaon district,1668882,3479985149.628884
1433,assam,2022,3,dima hasao district,288848,678521294.5272696
1434,assam,2022,3,baksa district,994859,2149845145.961889
1435,assam,2022,3,charaideo district,653536,1267458929.209504
1436,assam,2022,3,darrang district,1805090,3233214492.573066
1437,assam,2022,3,kamrup metropolitan district,39606017,69410860235.2296
1438,assam,2022,3,hailakandi district,1560929,2991549159.652971
1439,assam,2022,3,barpeta district,4561028,9149960686.489628
1440,assam,2022,3,goalpara district,2054687,4590076568.303604
1441,assam,2022,3,biswanath district,668091,1279949511.7036178
1442,assam,2022,3,jorhat district,2264530,3694675386.605816
1443,assam,2022,4,tinsukia district,1847473,3636219479.501451
1444,assam,2022,4,lakhimpur district,1397791,2505469638.516078
1445,assam,2022,4,kamrup district,3473735,6488564510.007879
1446,assam,2022,4,kokrajhar district,1249751,2609828653.3645363
1447,assam,2022,4,karbi anglong district,1030879,2189719279.796463
1448,assam,2022,4,sivasagar district,883421,1544157685.457902
1449,assam,2022,4,dibrugarh district,2781759,4540236249.409073
1450,assam,2022,4,south salmara mancachar district,763570,1935371793.7394412
1451,assam,2022,4,nagaon district,3466436,7442294882.997084
1452,assam,2022,4,dhubri district,2801543,5696918774.408015
1453,assam,2022,4,golaghat district,1247652,2348259381.786536
1454,assam,2022,4,udalguri district,1048339,1929847430.1772633
1455,assam,2022,4,majuli district,170716,264376860.9660782
1456,assam,2022,4,sonitpur district,3570910,5955878582.0059595
1457,assam,2022,4,hojai district,1188838,2311470243.430886
1458,assam,2022,4,marigaon district,1732867,3678892463.487752
1459,assam,2022,4,chirang district,763852,1640747076.199343
1460,assam,2022,4,cachar district,3169492,6146128032.607636
1461,assam,2022,4,nalbari district,956563,1913556549.936222
1462,assam,2022,4,west karbi anglong district,139542,264423911.3807878
1463,assam,2022,4,dhemaji district,913590,1749366721.703061
1464,assam,2022,4,karimganj district,1635099,3857130937.197542
1465,assam,2022,4,bongaigaon district,2301942,4663672960.523356
1466,assam,2022,4,dima hasao district,323049,753858279.4564474
1467,assam,2022,4,baksa district,1159058,2539432688.237523
1468,assam,2022,4,charaideo district,620063,1222334993.4406872
1469,assam,2022,4,darrang district,1903379,3947924967.053905
1470,assam,2022,4,kamrup metropolitan district,48873033,84183380553.41818
1471,assam,2022,4,hailakandi district,1179854,2307448482.382268
1472,assam,2022,4,barpeta district,5914147,12025232756.808722
1473,assam,2022,4,goalpara district,2471469,5401152298.290414
1474,assam,2022,4,biswanath district,770207,1431848172.336092
1475,assam,2022,4,jorhat district,2231248,3528373897.52103
1476,bihar,2018,1,madhepura district,79822,85073945.80231695
1477,bihar,2018,1,purnia district,132262,139947209.01716912
1478,bihar,2018,1,nalanda district,208901,190613485.9647957
1479,bihar,2018,1,buxar district,61490,56987162.135050416
1480,bihar,2018,1,darbhanga district,217364,224628301.6280015
1481,bihar,2018,1,nawada district,78480,81161592.44495997
1482,bihar,2018,1,jamui district,48226,44565632.6441077
1483,bihar,2018,1,sheikhpura district,20728,23630132.07561916
1484,bihar,2018,1,siwan district,129094,169228975.706601
1485,bihar,2018,1,muzaffarpur district,388401,394717112.59667057
1486,bihar,2018,1,patna district,1197281,1282492050.639251
1487,bihar,2018,1,jehanabad district,52401,47274894.952514395
1488,bihar,2018,1,rohtas district,201231,181378994.97860852
1489,bihar,2018,1,begusarai district,134911,130265729.662316
1490,bihar,2018,1,supaul district,85807,71313091.35844366
1491,bihar,2018,1,sitamarhi district,145625,162281680.1364338
1492,bihar,2018,1,saran district,149786,171839806.769135
1493,bihar,2018,1,arwal district,31620,27549102.079531398
1494,bihar,2018,1,vaishali district,201678,211794626.3246635
1495,bihar,2018,1,pashchim champaran district,215866,236190496.6430266
1496,bihar,2018,1,gopalganj district,107134,141070590.5118508
1497,bihar,2018,1,lakhisarai district,42937,43611675.07515131
1498,bihar,2018,1,aurangabad district,114354,114737537.8615089
1499,bihar,2018,1,kaimur bhabua district,64493,70110158.70484145
1500,bihar,2018,1,araria district,81597,95184067.64819424
1501,bihar,2018,1,munger district,64639,64455596.263603695
1502,bihar,2018,1,katihar district,138075,129701645.5273873
1503,bihar,2018,1,khagaria district,65892,71955894.82466315
1504,bihar,2018,1,saharsa district,88087,82038819.77477607
1505,bihar,2018,1,bhagalpur district,174456,172905796.12309912
1506,bihar,2018,1,madhubani district,173946,203080851.021446
1507,bihar,2018,1,kishanganj district,38179,45880790.35124814
1508,bihar,2018,1,gaya district,231873,227470166.14682057
1509,bihar,2018,1,samastipur district,222241,213634124.8258972
1510,bihar,2018,1,banka district,39192,32623795.99344401
1511,bihar,2018,1,purbi champaran district,254643,264192918.45434484
1512,bihar,2018,1,sheohar district,25700,22183882.57736211
1513,bihar,2018,1,bhojpur district,115890,117985836.7722633
1514,bihar,2018,2,madhepura district,128793,257666353.53331414
1515,bihar,2018,2,purnia district,200492,341288206.3514095
1516,bihar,2018,2,nalanda district,306468,368156034.4352696
1517,bihar,2018,2,buxar district,95499,121370124.3520751
1518,bihar,2018,2,darbhanga district,322140,569573309.6554229
1519,bihar,2018,2,nawada district,117582,171877320.6743109
1520,bihar,2018,2,jamui district,73817,105507695.6670196
1521,bihar,2018,2,sheikhpura district,30292,43496026.13430948
1522,bihar,2018,2,siwan district,216997,449888077.3921717
1523,bihar,2018,2,muzaffarpur district,554675,841276317.7006266
1524,bihar,2018,2,patna district,1650942,2328839155.637871
1525,bihar,2018,2,jehanabad district,76302,94030824.14988841
1526,bihar,2018,2,rohtas district,281535,364889751.108993
1527,bihar,2018,2,begusarai district,200949,276462420.95988256
1528,bihar,2018,2,supaul district,120248,207587718.3219347
1529,bihar,2018,2,sitamarhi district,207834,327556110.6386512
1530,bihar,2018,2,saran district,261588,474215326.87658095
1531,bihar,2018,2,arwal district,41799,51924029.92783449
1532,bihar,2018,2,vaishali district,316405,471071129.4019304
1533,bihar,2018,2,pashchim champaran district,305553,542379988.9027045
1534,bihar,2018,2,gopalganj district,176783,361155964.2833132
1535,bihar,2018,2,lakhisarai district,63428,79811566.97732757
1536,bihar,2018,2,aurangabad district,166360,242694823.7303332
1537,bihar,2018,2,kaimur bhabua district,95278,133155808.1125324
1538,bihar,2018,2,araria district,144230,340399877.3329379
1539,bihar,2018,2,munger district,104641,135654469.06000388
1540,bihar,2018,2,katihar district,218980,363989212.7444124
1541,bihar,2018,2,khagaria district,107663,171833273.74253872
1542,bihar,2018,2,saharsa district,137218,228422183.974468
1543,bihar,2018,2,bhagalpur district,265147,373912200.78000844
1544,bihar,2018,2,madhubani district,286112,554829469.6286855
1545,bihar,2018,2,kishanganj district,68492,137867030.2790136
1546,bihar,2018,2,gaya district,324390,438042055.7809131
1547,bihar,2018,2,samastipur district,316985,502582636.03288096
1548,bihar,2018,2,banka district,62184,71579691.62372303
1549,bihar,2018,2,purbi champaran district,373033,650452550.5678003
1550,bihar,2018,2,sheohar district,31877,49770706.400708936
1551,bihar,2018,2,bhojpur district,179667,260921666.7985403
1552,bihar,2018,3,madhepura district,149943,336637863.733843
1553,bihar,2018,3,purnia district,254555,489478561.6334036
1554,bihar,2018,3,nalanda district,896006,768203889.8354422
1555,bihar,2018,3,buxar district,141186,188136993.80738562
1556,bihar,2018,3,darbhanga district,413648,764466707.7610799
1557,bihar,2018,3,nawada district,209878,289802022.43572944
1558,bihar,2018,3,jamui district,104140,152652365.3669844
1559,bihar,2018,3,sheikhpura district,37393,56373786.91673914
1560,bihar,2018,3,siwan district,272311,538177446.0290899
1561,bihar,2018,3,muzaffarpur district,959708,1265457842.072181
1562,bihar,2018,3,patna district,3360157,3873142430.776816
1563,bihar,2018,3,jehanabad district,158009,154263782.7635519
1564,bihar,2018,3,rohtas district,701262,668806719.3479261
1565,bihar,2018,3,begusarai district,226986,368522165.54476273
1566,bihar,2018,3,supaul district,165526,272659476.21683383
1567,bihar,2018,3,sitamarhi district,266426,479856960.6130354
1568,bihar,2018,3,saran district,366520,636933865.4864707
1569,bihar,2018,3,arwal district,78393,92938267.76066552
1570,bihar,2018,3,vaishali district,427385,660314110.761917
1571,bihar,2018,3,pashchim champaran district,427544,778844052.9981706
1572,bihar,2018,3,gopalganj district,218210,422499144.20198405
1573,bihar,2018,3,lakhisarai district,129690,136115937.9713898
1574,bihar,2018,3,aurangabad district,269704,354055669.1867602
1575,bihar,2018,3,kaimur bhabua district,128090,180251318.44516632
1576,bihar,2018,3,araria district,167608,428450949.7257032
1577,bihar,2018,3,munger district,136515,186691409.16526163
1578,bihar,2018,3,katihar district,252857,513132287.7985549
1579,bihar,2018,3,khagaria district,145602,245267621.7634195
1580,bihar,2018,3,saharsa district,185665,334445151.1359033
1581,bihar,2018,3,bhagalpur district,422204,579615297.8454921
1582,bihar,2018,3,madhubani district,353968,681883536.8483069
1583,bihar,2018,3,kishanganj district,94729,232008456.55016172
1584,bihar,2018,3,gaya district,919453,893929004.0264462
1585,bihar,2018,3,samastipur district,400049,660092785.6814661
1586,bihar,2018,3,banka district,86362,101993248.9860617
1587,bihar,2018,3,purbi champaran district,544285,921447417.5581728
1588,bihar,2018,3,sheohar district,43723,79579549.20914777
1589,bihar,2018,3,bhojpur district,252114,348676280.93945086
1590,bihar,2018,4,madhepura district,206209,482649436.4960645
1591,bihar,2018,4,purnia district,323276,731281592.8687838
1592,bihar,2018,4,nalanda district,666931,846144772.7533281
1593,bihar,2018,4,buxar district,166308,281722827.8503226
1594,bihar,2018,4,darbhanga district,515957,1142706537.988927
1595,bihar,2018,4,nawada district,225093,417621899.19577783
1596,bihar,2018,4,jamui district,156998,267317791.2807419
1597,bihar,2018,4,sheikhpura district,52160,94354176.72548714
1598,bihar,2018,4,siwan district,366863,813062416.7235221
1599,bihar,2018,4,muzaffarpur district,886640,1682571935.182583
1600,bihar,2018,4,patna district,3256138,4907266831.021729
1601,bihar,2018,4,jehanabad district,176508,216771088.343031
1602,bihar,2018,4,rohtas district,534230,818426211.762433
1603,bihar,2018,4,begusarai district,326254,570039331.1250697
1604,bihar,2018,4,supaul district,207479,393510177.4705521
1605,bihar,2018,4,sitamarhi district,338316,664456738.5784366
1606,bihar,2018,4,saran district,495166,976827835.416697
1607,bihar,2018,4,arwal district,94144,128451766.47901759
