,states,year,quarter,district,trans_counts,amount
1502,gujarat,2021,1,vadodara,7191021,11925964623.06315
1503,gujarat,2021,1,gandhinagar,4275528,7290530767.260056
1504,gujarat,2021,1,bharuch,3420929,5756013890.90558
1505,gujarat,2021,1,banas kantha,2927080,6883945517.865921
1506,gujarat,2021,1,valsad,2745663,4775335083.735587
1507,gujarat,2021,1,kachchh,2664604,6036765372.934219
1508,gujarat,2021,1,mahesana,2587041,5454846785.509394
1509,gujarat,2021,1,rajkot,2278417,5057583315.4133005
1510,gujarat,2021,2,ahmadabad,44173046,79437951666.15146
1511,gujarat,2021,2,surat,15230233,30756115155.73914
1512,gujarat,2021,2,vadodara,7847805,12902554421.6506
1513,gujarat,2021,2,gandhinagar,4552010,7835004938.194845
1514,gujarat,2021,2,bharuch,3937665,6464930552.559841
1515,gujarat,2021,2,banas kantha,3648428,8286069195.93278
1516,gujarat,2021,2,kachchh,3268191,7040086478.344804
1517,gujarat,2021,2,valsad,3236626,5434041159.757242
1518,gujarat,2021,2,mahesana,3118685,6292779692.204143
1519,gujarat,2021,2,rajkot,2675842,5707346831.237131
1520,gujarat,2021,3,ahmadabad,58611265,101760598132.07079
1521,gujarat,2021,3,surat,21214459,40838608900.139725
1522,gujarat,2021,3,vadodara,10555446,16336422910.89755
1523,gujarat,2021,3,gandhinagar,6318239,10546315790.96111
1524,gujarat,2021,3,bharuch,5280607,8322570348.519125
1525,gujarat,2021,3,banas kantha,4877149,11302732744.85907
1526,gujarat,2021,3,valsad,4434194,7173200940.388832
1527,gujarat,2021,3,kachchh,4378602,9001941152.864368
1528,gujarat,2021,3,mahesana,4085272,8371811502.228019
1529,gujarat,2021,3,rajkot,3586356,7726777654.637351
1530,gujarat,2021,4,ahmadabad,70075885,124559345468.3193
1531,gujarat,2021,4,surat,26358525,51244301661.335625
1532,gujarat,2021,4,vadodara,12675332,20051547592.84434
1533,gujarat,2021,4,gandhinagar,7658806,13063535935.91779
1534,gujarat,2021,4,bharuch,6671068,10647007113.46591
1535,gujarat,2021,4,banas kantha,6396725,14662295530.137411
1536,gujarat,2021,4,valsad,5798487,9554286592.777279
1537,gujarat,2021,4,kachchh,5470337,11281039516.167398
1538,gujarat,2021,4,mahesana,5022604,10719744656.89111
1539,gujarat,2021,4,rajkot,4398724,9808446763.924477
1540,gujarat,2022,1,ahmadabad,79952986,140746136456.2987
1541,gujarat,2022,1,surat,31199368,60384509134.17688
1542,gujarat,2022,1,vadodara,14343830,22232541228.69869
1543,gujarat,2022,1,gandhinagar,8605006,14673670632.364439
1544,gujarat,2022,1,banas kantha,7973644,18279879154.01122
1545,gujarat,2022,1,bharuch,7704075,12142511077.777288
1546,gujarat,2022,1,valsad,6673719,11065186874.369558
1547,gujarat,2022,1,kachchh,6493295,13234467234.40991
1548,gujarat,2022,1,mahesana,5772191,12148997855.25247
1549,gujarat,2022,1,rajkot,5044420,11183107357.24979
1550,gujarat,2022,2,ahmadabad,96453555,161506106645.94943
1551,gujarat,2022,2,surat,37371820,68525386888.440254
1552,gujarat,2022,2,vadodara,16566055,24927078678.27437
1553,gujarat,2022,2,gandhinagar,10158506,16650584409.35309
1554,gujarat,2022,2,banas kantha,9732655,20605533611.37827
1555,gujarat,2022,2,bharuch,8898927,13524403306.8774
1556,gujarat,2022,2,valsad,8033358,12554813235.049372
1557,gujarat,2022,2,kachchh,7934471,15334005512.230759
1558,gujarat,2022,2,mahesana,6831581,13686497405.843649
1559,gujarat,2022,2,rajkot,6063252,12629937169.82262
1560,gujarat,2022,3,ahmadabad,117574996,184255244712.72232
1561,gujarat,2022,3,surat,46500453,78304481289.11215
1562,gujarat,2022,3,vadodara,23318716,32733106034.5252
1563,gujarat,2022,3,bharuch,11270803,15949022077.719542
1564,gujarat,2022,3,banas kantha,11035119,22401495021.82648
1565,gujarat,2022,3,gandhinagar,10879868,17098915693.48831
1566,gujarat,2022,3,valsad,9633288,13905599408.86188
1567,gujarat,2022,3,kachchh,9375781,16533683640.30562
1568,gujarat,2022,3,rajkot,8053297,15206611341.200823
1569,gujarat,2022,3,mahesana,6403784,12429803356.66823
1570,gujarat,2022,4,ahmadabad,133174553,212037117715.3488
1571,gujarat,2022,4,surat,52037142,85923991746.92256
1572,gujarat,2022,4,vadodara,20968443,30304178848.496628
1573,gujarat,2022,4,bharuch,15879527,22486941029.828552
1574,gujarat,2022,4,banas kantha,12352158,25179922289.86369
1575,gujarat,2022,4,gandhinagar,12010565,19015449813.738014
1576,gujarat,2022,4,valsad,11103340,15842261457.571371
1577,gujarat,2022,4,kachchh,9617702,17113433243.30934
1578,gujarat,2022,4,rajkot,9260831,17834314868.93695
1579,gujarat,2022,4,mahesana,7160396,14173625244.24226
1580,haryana,2018,1,gurugram,1408070,2317083393.8960967
1581,haryana,2018,1,faridabad,521939,772738359.1903924
1582,haryana,2018,1,hisar,240517,355732765.7536729
1583,haryana,2018,1,rewari,199418,280095218.8487885
1584,haryana,2018,1,panipat,183960,263054774.74491557
1585,haryana,2018,1,sonipat,178766,279804665.7475828
1586,haryana,2018,1,karnal,169313,247718779.06675458
1587,haryana,2018,1,sirsa,164867,164313975.8712107
1588,haryana,2018,1,bhiwani,125150,190361119.4002706
1589,haryana,2018,1,rohtak,121728,215207976.23801097
1590,haryana,2018,2,gurugram,1893511,3604758914.735219
1591,haryana,2018,2,faridabad,698865,1211325239.4669201
1592,haryana,2018,2,hisar,320500,627894549.2713584
1593,haryana,2018,2,panipat,265754,440169913.37038255
1594,haryana,2018,2,rewari,263194,453157049.12882835
1595,haryana,2018,2,sonipat,253130,475518495.4836759
1596,haryana,2018,2,sirsa,234948,288080253.195745
1597,haryana,2018,2,karnal,224254,430353501.6175366
1598,haryana,2018,2,ambala,180500,352994750.8908926
1599,haryana,2018,2,rohtak,179677,372787270.2835766
1600,haryana,2018,3,gurugram,2877059,5115393851.988528
1601,haryana,2018,3,faridabad,1058983,1722572594.332482
1602,haryana,2018,3,hisar,390428,961080725.8344724
1603,haryana,2018,3,rewari,350599,643047741.7898456
1604,haryana,2018,3,panipat,331409,660571357.2553346
1605,haryana,2018,3,sonipat,315829,689899150.946893
1606,haryana,2018,3,karnal,282956,594890203.9680781
1607,haryana,2018,3,rohtak,242013,568546327.48272
1608,haryana,2018,3,ambala,233248,522223540.22800374
1609,haryana,2018,3,sirsa,222321,409263123.8749541
1610,haryana,2018,4,gurugram,4651606,7834266744.800945
1611,haryana,2018,4,faridabad,2271109,2832603200.5767293
1612,haryana,2018,4,rewari,535609,1038332553.897626
1613,haryana,2018,4,hisar,511206,1476103125.5799582
1614,haryana,2018,4,sonipat,428989,1037340218.17385
1615,haryana,2018,4,panipat,427930,960831966.9902786
1616,haryana,2018,4,palwal,383775,672481291.542182
1617,haryana,2018,4,karnal,356327,883621789.4906831
1618,haryana,2018,4,jhajjar,319972,741571573.9301258
1619,haryana,2018,4,ambala,313017,778868451.264339
1620,haryana,2019,1,gurugram,8723777,10558099866.88987
1621,haryana,2019,1,faridabad,4020631,4128377201.436385
1622,haryana,2019,1,rewari,992599,1395914440.3212428
1623,haryana,2019,1,palwal,719323,1032542809.360086
1624,haryana,2019,1,hisar,703750,1656524675.572845
1625,haryana,2019,1,sonipat,699422,1419939621.332883
1626,haryana,2019,1,panipat,685081,1414874465.035755
1627,haryana,2019,1,karnal,589011,1295083691.156188
1628,haryana,2019,1,rohtak,575222,1345411743.258372
1629,haryana,2019,1,jhajjar,548076,1042049466.282319
1630,haryana,2019,2,gurugram,8386864,11575310786.46454
1631,haryana,2019,2,faridabad,3523377,4505940224.123979
1632,haryana,2019,2,rohtak,1096201,2813329870.614499
1633,haryana,2019,2,panipat,1019615,2473242371.019817
1634,haryana,2019,2,rewari,889511,1639474281.2498112
1635,haryana,2019,2,sonipat,888795,2100408323.279781
1636,haryana,2019,2,karnal,814251,2062725761.781968
1637,haryana,2019,2,hisar,761001,2054472611.4927537
1638,haryana,2019,2,palwal,741633,1293085677.97656
1639,haryana,2019,2,jhajjar,569289,1308026488.612537
1640,haryana,2019,3,gurugram,11843666,15022524504.763739
1641,haryana,2019,3,faridabad,4701377,5869168552.228926
1642,haryana,2019,3,rewari,1206241,2010833861.512252
1643,haryana,2019,3,rohtak,1158516,3225248552.778762
1644,haryana,2019,3,panipat,1155825,2901827842.890513
1645,haryana,2019,3,sonipat,1066029,2495689739.736125
1646,haryana,2019,3,palwal,1061268,1687988450.11718
1647,haryana,2019,3,hisar,1055411,2558826214.563476
1648,haryana,2019,3,karnal,991286,2467996778.788671
1649,haryana,2019,3,jhajjar,755297,1642655006.4215212
1650,haryana,2019,4,gurugram,14935865,19000424238.11497
1651,haryana,2019,4,faridabad,5358174,7782346423.807224
1652,haryana,2019,4,rewari,1538398,2831585559.795183
1653,haryana,2019,4,panipat,1437677,3870819294.7898273
1654,haryana,2019,4,rohtak,1428337,4158625641.792381
1655,haryana,2019,4,sonipat,1368457,3347168252.768132
1656,haryana,2019,4,hisar,1309901,3351369912.8069725
1657,haryana,2019,4,karnal,1280457,3322975421.6792207
1658,haryana,2019,4,palwal,1273274,2370503274.3677917
1659,haryana,2019,4,jhajjar,965474,2147473030.3808532
1660,haryana,2020,1,gurugram,16484737,21152356889.05249
1661,haryana,2020,1,faridabad,5840117,8881105700.091959
1662,haryana,2020,1,sonipat,2016893,5091258326.483329
1663,haryana,2020,1,rohtak,1803076,5175066327.070365
1664,haryana,2020,1,panipat,1781967,4661669007.426311
1665,haryana,2020,1,rewari,1747564,3142595798.451386
1666,haryana,2020,1,palwal,1613263,3109146806.57809
1667,haryana,2020,1,karnal,1579733,4003478768.7248425
1668,haryana,2020,1,hisar,1533724,3820470010.4559903
1669,haryana,2020,1,mewat,1241283,3154872672.0695763
1670,haryana,2020,2,gurugram,11284856,14426170120.90345
1671,haryana,2020,2,faridabad,5775792,8177450074.37961
1672,haryana,2020,2,palwal,2090627,3788124543.1240053
1673,haryana,2020,2,sonipat,2067865,5016220638.103822
1674,haryana,2020,2,rohtak,2050920,5946541938.9652815
1675,haryana,2020,2,rewari,2022132,3582603328.500936
1676,haryana,2020,2,panipat,2011582,5207544726.945989
1677,haryana,2020,2,hisar,1644838,4146210408.4450903
1678,haryana,2020,2,karnal,1629574,4045109843.2026005
1679,haryana,2020,2,mewat,1598705,3658746771.705061
1680,haryana,2020,3,gurugram,18098421,23437360421.86216
1681,haryana,2020,3,faridabad,8700173,13490214442.58587
1682,haryana,2020,3,rewari,3041169,5346067429.247877
1683,haryana,2020,3,sonipat,2922945,7024743099.006163
1684,haryana,2020,3,palwal,2672871,4869775358.80177
1685,haryana,2020,3,panipat,2334545,5809998640.786768
1686,haryana,2020,3,hisar,2209518,5761605477.767697
1687,haryana,2020,3,mewat,2107221,5099537212.926384
1688,haryana,2020,3,karnal,1955755,4578348863.2612
1689,haryana,2020,3,rohtak,1740356,4643691557.73987
1690,haryana,2020,4,gurugram,28192581,35629614077.0103
1691,haryana,2020,4,faridabad,12149079,19603646063.14785
1692,haryana,2020,4,rewari,4329508,8169865745.127572
1693,haryana,2020,4,sonipat,3721622,9010603701.960869
1694,haryana,2020,4,palwal,3692902,7333424919.06859
1695,haryana,2020,4,hisar,3190398,8738948858.681065
1696,haryana,2020,4,panipat,3059943,7874714735.936348
1697,haryana,2020,4,mewat,2948645,7484819524.783331
1698,haryana,2020,4,karnal,2527301,6152410695.701475
1699,haryana,2020,4,jhajjar,2429140,5544973431.463554
1700,haryana,2021,1,gurugram,31719830,39350276708.73313
1701,haryana,2021,1,faridabad,12970900,21241648453.91784
1702,haryana,2021,1,rewari,4385531,8303713646.79833
1703,haryana,2021,1,sonipat,4353956,9992974986.499811
1704,haryana,2021,1,palwal,3641453,7214450169.004797
1705,haryana,2021,1,hisar,3294765,8859730937.006823
1706,haryana,2021,1,panipat,3288095,7866864997.406405
1707,haryana,2021,1,mewat,3236320,8671355565.335659
1708,haryana,2021,1,karnal,2822406,6379825746.570849
1709,haryana,2021,1,rohtak,2708295,6792159646.748035
1710,haryana,2021,2,gurugram,32311326,39938868048.39105
1711,haryana,2021,2,faridabad,14467773,23831325859.81366
1712,haryana,2021,2,sonipat,5818055,12924700817.49342
1713,haryana,2021,2,rewari,5377720,9762169802.614033
1714,haryana,2021,2,panipat,4781725,10716524259.18295
1715,haryana,2021,2,palwal,4765916,9533885152.800251
1716,haryana,2021,2,hisar,4588374,11866795026.6516
1717,haryana,2021,2,mewat,4011429,9985192715.597248
1718,haryana,2021,2,rohtak,3586587,8769888644.596024
1719,haryana,2021,2,karnal,3501189,7822099240.647442
1720,haryana,2021,3,gurugram,47680658,55914389975.073906
1721,haryana,2021,3,faridabad,19367342,30608591108.26096
1722,haryana,2021,3,rewari,7225396,12146892237.73043
1723,haryana,2021,3,sonipat,7173052,14357121849.97747
1724,haryana,2021,3,panipat,6120958,12577188571.75668
1725,haryana,2021,3,palwal,5875612,10372287086.18314
1726,haryana,2021,3,hisar,5215891,12437366867.17138
1727,haryana,2021,3,mewat,5054460,11174788500.588171
1728,haryana,2021,3,rohtak,4615616,10168683402.047
1729,haryana,2021,3,karnal,4403307,8835919266.381252
1730,haryana,2021,4,gurugram,56754843,69593103272.65858
1731,haryana,2021,4,faridabad,23169872,38292223252.23201
1732,haryana,2021,4,sonipat,8588386,18170993284.93904
1733,haryana,2021,4,rewari,8487387,15492946892.60811
1734,haryana,2021,4,panipat,7419868,16276012822.87931
1735,haryana,2021,4,palwal,7384842,13860018394.65787
1736,haryana,2021,4,mewat,6907605,14906046920.12625
1737,haryana,2021,4,hisar,6193863,16081687128.15365
1738,haryana,2021,4,rohtak,5544335,13098837015.965271
1739,haryana,2021,4,karnal,5416815,11527031601.801609
1740,haryana,2022,1,gurugram,63282822,77508209556.89508
1741,haryana,2022,1,faridabad,25918817,42896865210.61576
1742,haryana,2022,1,sonipat,9614092,19484490398.321854
1743,haryana,2022,1,rewari,9346086,16678823765.17647
1744,haryana,2022,1,panipat,9264902,19020193908.56442
1745,haryana,2022,1,mewat,8788025,17806136968.70603
1746,haryana,2022,1,palwal,8401353,15280812571.295761
1747,haryana,2022,1,hisar,7216543,18068574001.48486
1748,haryana,2022,1,rohtak,6268896,14421297234.328161
1749,haryana,2022,1,karnal,6097787,12324299904.9071
1750,haryana,2022,2,gurugram,79880852,92145454120.45724
1751,haryana,2022,2,faridabad,30409719,48406473821.004944
1752,haryana,2022,2,sonipat,11943138,22987659569.92809
1753,haryana,2022,2,rewari,11224593,19046645607.85733
1754,haryana,2022,2,panipat,10820296,21066063900.647213
1755,haryana,2022,2,mewat,10609222,20575618595.50345
1756,haryana,2022,2,palwal,9782307,17323076797.70682
1757,haryana,2022,2,hisar,8798889,20864338832.46772
1758,haryana,2022,2,rohtak,7714114,16685032554.576132
1759,haryana,2022,2,karnal,7462000,14355989091.566261
1760,haryana,2022,3,gurugram,87103856,99360193857.46599
1761,haryana,2022,3,faridabad,31002825,46163415393.39194
1762,haryana,2022,3,sonipat,16738938,29152136081.76558
1763,haryana,2022,3,hisar,15314209,30005386061.11854
1764,haryana,2022,3,panipat,13837300,24633921100.885292
1765,haryana,2022,3,rewari,12015067,19436985212.741524
1766,haryana,2022,3,palwal,11032395,17956834811.92096
1767,haryana,2022,3,mewat,10832560,19134475751.35768
1768,haryana,2022,3,rohtak,9939686,18965127888.07127
1769,haryana,2022,3,karnal,9139842,16912349321.59309
1770,haryana,2022,4,gurugram,92493335,107046551341.7809
1771,haryana,2022,4,faridabad,33161524,49923713557.162994
1772,haryana,2022,4,sonipat,17683407,32605509131.38688
1773,haryana,2022,4,hisar,16862076,34368965296.500374
1774,haryana,2022,4,rohtak,14350357,27248544247.19378
1775,haryana,2022,4,rewari,13324092,22585777499.591312
1776,haryana,2022,4,palwal,13114018,21856737361.77354
1777,haryana,2022,4,panipat,12217738,23682687583.53793
1778,haryana,2022,4,karnal,12214724,23383107604.30775
1779,haryana,2022,4,mewat,11181774,20507941017.88488
1780,himachal-pradesh,2018,1,solan,118881,146873607.4169529
1781,himachal-pradesh,2018,1,kangra,62061,83269925.3876329
1782,himachal-pradesh,2018,1,shimla,54161,84375526.97610706
1783,himachal-pradesh,2018,1,mandi,44169,50308276.313293405
1784,himachal-pradesh,2018,1,chamba,41138,69091183.95337541
1785,himachal-pradesh,2018,1,una,39070,48375221.95801557
1786,himachal-pradesh,2018,1,sirmaur,37721,43579534.40144637
1787,himachal-pradesh,2018,1,hamirpur,32709,37506250.25236499
1788,himachal-pradesh,2018,1,kullu,23978,36599342.90480824
1789,himachal-pradesh,2018,1,bilaspur,21880,20215586.70712164
1790,himachal-pradesh,2018,2,solan,166516,254576422.91686353
1791,himachal-pradesh,2018,2,kangra,97426,172859755.3158103
1792,himachal-pradesh,2018,2,shimla,82195,162202102.5969314
1793,himachal-pradesh,2018,2,mandi,58415,85994890.1558109
1794,himachal-pradesh,2018,2,chamba,55922,125825520.9471192
1795,himachal-pradesh,2018,2,sirmaur,53040,77059907.62248288
1796,himachal-pradesh,2018,2,una,51637,81025669.3259282
1797,himachal-pradesh,2018,2,hamirpur,41507,63207300.3000073
1798,himachal-pradesh,2018,2,kullu,39948,96624850.44143352
1799,himachal-pradesh,2018,2,bilaspur,30705,41392933.9580691
1800,himachal-pradesh,2018,3,solan,229164,373018057.43223625
1801,himachal-pradesh,2018,3,kangra,123560,243834956.63139293
1802,himachal-pradesh,2018,3,shimla,109765,261701779.3946317
1803,himachal-pradesh,2018,3,sirmaur,78762,124334576.9989431
1804,himachal-pradesh,2018,3,mandi,74604,128941896.3065133
1805,himachal-pradesh,2018,3,una,73766,150521417.2722559
1806,himachal-pradesh,2018,3,hamirpur,58022,90529572.1234664
1807,himachal-pradesh,2018,3,chamba,44858,190977335.4683498
1808,himachal-pradesh,2018,3,kullu,40813,95127772.88091436
1809,himachal-pradesh,2018,3,bilaspur,37993,56133326.96672872
1810,himachal-pradesh,2018,4,solan,347191,577618789.1056865
1811,himachal-pradesh,2018,4,kangra,187764,414603049.98790735
1812,himachal-pradesh,2018,4,shimla,156832,396860638.04644364
1813,himachal-pradesh,2018,4,sirmaur,122707,199344353.77429
1814,himachal-pradesh,2018,4,una,110312,222928340.6712972
1815,himachal-pradesh,2018,4,mandi,109661,203827486.0118657
1816,himachal-pradesh,2018,4,hamirpur,76300,146948802.4068125
1817,himachal-pradesh,2018,4,kullu,64285,157752014.91735
1818,himachal-pradesh,2018,4,chamba,63298,160650916.9830967
1819,himachal-pradesh,2018,4,bilaspur,51395,92955686.23996082
1820,himachal-pradesh,2019,1,solan,626201,733453989.2236599
1821,himachal-pradesh,2019,1,shimla,363648,708861957.1918447
1822,himachal-pradesh,2019,1,kangra,266655,478900506.53311074
1823,himachal-pradesh,2019,1,sirmaur,174812,238804557.77733693
1824,himachal-pradesh,2019,1,mandi,167637,287549707.5047521
1825,himachal-pradesh,2019,1,una,151550,232335414.52680328
1826,himachal-pradesh,2019,1,hamirpur,126323,189186708.125866
1827,himachal-pradesh,2019,1,chamba,104811,170503559.1379143
1828,himachal-pradesh,2019,1,kullu,92009,187262819.029819
1829,himachal-pradesh,2019,1,bilaspur,73141,109483745.6606721
1830,himachal-pradesh,2019,2,shimla,807095,1698682743.2090461
1831,himachal-pradesh,2019,2,solan,481957,783011937.8847647
1832,himachal-pradesh,2019,2,kangra,295433,591536934.9504749
1833,himachal-pradesh,2019,2,mandi,245467,464902888.77251065
1834,himachal-pradesh,2019,2,hamirpur,150149,270178390.1615547
1835,himachal-pradesh,2019,2,kullu,129068,331174039.3782863
1836,himachal-pradesh,2019,2,sirmaur,127208,220885809.9785687
1837,himachal-pradesh,2019,2,una,105685,189321647.9190805
1838,himachal-pradesh,2019,2,bilaspur,68748,128917341.5279548
1839,himachal-pradesh,2019,2,chamba,62922,128008869.0060637
1840,himachal-pradesh,2019,3,shimla,695970,1981429213.7026682
1841,himachal-pradesh,2019,3,solan,563580,919355818.0941985
1842,himachal-pradesh,2019,3,kangra,373339,645470163.0699662
1843,himachal-pradesh,2019,3,mandi,262386,545822136.934624
1844,himachal-pradesh,2019,3,hamirpur,187716,301844559.3146769
1845,himachal-pradesh,2019,3,sirmaur,154972,258531496.72755852
1846,himachal-pradesh,2019,3,kullu,146216,316994313.5845799
1847,himachal-pradesh,2019,3,una,134630,227364592.32322842
1848,himachal-pradesh,2019,3,bilaspur,88416,142694743.740106
1849,himachal-pradesh,2019,3,chamba,87489,151224161.2850334
1850,himachal-pradesh,2019,4,shimla,900252,2553513821.214033
1851,himachal-pradesh,2019,4,solan,693523,1168760137.463309
1852,himachal-pradesh,2019,4,kangra,492277,877780658.252526
1853,himachal-pradesh,2019,4,mandi,332554,678830304.0119475
1854,himachal-pradesh,2019,4,hamirpur,258323,429776009.8441242
1855,himachal-pradesh,2019,4,kullu,204518,442222672.10257477
1856,himachal-pradesh,2019,4,sirmaur,190673,324766028.2612977
1857,himachal-pradesh,2019,4,una,173510,293924768.3295568
1858,himachal-pradesh,2019,4,bilaspur,114888,204391757.7059823
1859,himachal-pradesh,2019,4,chamba,111755,196209094.0899575
1860,himachal-pradesh,2020,1,shimla,1115491,2725598845.039497
1861,himachal-pradesh,2020,1,solan,821088,1293083622.08358
1862,himachal-pradesh,2020,1,kangra,569437,836283217.4197669
1863,himachal-pradesh,2020,1,mandi,357222,582031760.1284182
1864,himachal-pradesh,2020,1,hamirpur,247878,312050564.786769
1865,himachal-pradesh,2020,1,kullu,245803,451467537.5665263
1866,himachal-pradesh,2020,1,sirmaur,240485,386990850.0342259
1867,himachal-pradesh,2020,1,una,208785,305641992.3840707
1868,himachal-pradesh,2020,1,bilaspur,144278,226926312.0178226
1869,himachal-pradesh,2020,1,chamba,139862,213171894.7803222
1870,himachal-pradesh,2020,2,shimla,1090361,2702081598.4635773
1871,himachal-pradesh,2020,2,solan,808170,1165900725.2493389
1872,himachal-pradesh,2020,2,kangra,800587,1148113744.701294
1873,himachal-pradesh,2020,2,mandi,476844,764632316.5536959
1874,himachal-pradesh,2020,2,hamirpur,283099,412476792.8843811
1875,himachal-pradesh,2020,2,sirmaur,281385,405760136.7626385
1876,himachal-pradesh,2020,2,una,271636,407244006.04930556
1877,himachal-pradesh,2020,2,kullu,211730,311597474.942107
1878,himachal-pradesh,2020,2,chamba,195242,282218981.7534903
1879,himachal-pradesh,2020,2,bilaspur,191375,284432330.0313782
1880,himachal-pradesh,2020,3,shimla,1285819,3273522193.695003
1881,himachal-pradesh,2020,3,solan,1025251,1684944862.952114
1882,himachal-pradesh,2020,3,kangra,874419,1454881898.970782
1883,himachal-pradesh,2020,3,mandi,510105,917547335.014626
1884,himachal-pradesh,2020,3,una,351065,649892231.6889068
1885,himachal-pradesh,2020,3,hamirpur,330684,570857451.2158681
1886,himachal-pradesh,2020,3,sirmaur,327646,558556837.731833
1887,himachal-pradesh,2020,3,kullu,256926,493361636.4825508
1888,himachal-pradesh,2020,3,chamba,219469,362005461.9674266
1889,himachal-pradesh,2020,3,bilaspur,202526,342802524.6465795
1890,himachal-pradesh,2020,4,shimla,1481567,3532549313.262061
1891,himachal-pradesh,2020,4,solan,1429031,2365446849.233446
1892,himachal-pradesh,2020,4,kangra,1184008,2119401487.8765101
1893,himachal-pradesh,2020,4,mandi,671714,1247938155.7973921
1894,himachal-pradesh,2020,4,kullu,468786,964080436.8492869
1895,himachal-pradesh,2020,4,una,449443,882226488.1512836
1896,himachal-pradesh,2020,4,sirmaur,443100,785448896.1147676
1897,himachal-pradesh,2020,4,hamirpur,431123,781165089.0953673
1898,himachal-pradesh,2020,4,chamba,304032,507880011.35891896
1899,himachal-pradesh,2020,4,bilaspur,275513,518335916.86632514
1900,himachal-pradesh,2021,1,shimla,1871647,3621617004.9139824
1901,himachal-pradesh,2021,1,solan,1415611,2334165842.866145
1902,himachal-pradesh,2021,1,kangra,1122291,2006571077.113485
1903,himachal-pradesh,2021,1,mandi,659769,1258330265.840951
1904,himachal-pradesh,2021,1,kullu,550514,1212317567.807122
1905,himachal-pradesh,2021,1,una,490374,941158055.3202168
1906,himachal-pradesh,2021,1,sirmaur,451501,789668056.651283
1907,himachal-pradesh,2021,1,hamirpur,416499,720857278.5633022
1908,himachal-pradesh,2021,1,chamba,273886,510880053.01537544
1909,himachal-pradesh,2021,1,bilaspur,256578,504967322.0491565
1910,himachal-pradesh,2021,2,shimla,2474329,4402623043.9412
1911,himachal-pradesh,2021,2,solan,1658067,2575741414.5946493
1912,himachal-pradesh,2021,2,kangra,1399606,2443026330.298203
1913,himachal-pradesh,2021,2,mandi,832152,1488270045.9430392
1914,himachal-pradesh,2021,2,una,634078,1174326754.652778
1915,himachal-pradesh,2021,2,sirmaur,567339,922354065.2120937
1916,himachal-pradesh,2021,2,hamirpur,551934,946105069.9392334
1917,himachal-pradesh,2021,2,kullu,510109,966612054.8118159
1918,himachal-pradesh,2021,2,chamba,364270,617691720.4435453
1919,himachal-pradesh,2021,2,bilaspur,322915,613068902.4728887
1920,himachal-pradesh,2021,3,shimla,3421673,6296627879.774386
1921,himachal-pradesh,2021,3,solan,2183306,3233240074.927152
1922,himachal-pradesh,2021,3,kangra,1671112,2887492721.7433066
1923,himachal-pradesh,2021,3,mandi,945135,1753985903.702748
1924,himachal-pradesh,2021,3,una,799861,1417386870.9287388
1925,himachal-pradesh,2021,3,kullu,730794,1573258668.341754
1926,himachal-pradesh,2021,3,sirmaur,681413,1083275309.427523
1927,himachal-pradesh,2021,3,hamirpur,626711,1085444382.563747
1928,himachal-pradesh,2021,3,chamba,426381,769418422.8733866
1929,himachal-pradesh,2021,3,bilaspur,364475,689922524.099928
1930,himachal-pradesh,2021,4,shimla,3957985,7356261501.68967
1931,himachal-pradesh,2021,4,solan,2640011,3757890500.1969647
1932,himachal-pradesh,2021,4,kangra,2130139,3830143759.5993032
1933,himachal-pradesh,2021,4,mandi,1092862,2082662004.4459338
1934,himachal-pradesh,2021,4,kullu,1078809,2242410725.9330144
1935,himachal-pradesh,2021,4,una,1048351,1936766072.265212
1936,himachal-pradesh,2021,4,sirmaur,847647,1363383254.395041
1937,himachal-pradesh,2021,4,hamirpur,717321,1262408331.577743
1938,himachal-pradesh,2021,4,chamba,507614,926400609.5746634
1939,himachal-pradesh,2021,4,bilaspur,430870,844889571.9622382
1940,himachal-pradesh,2022,1,shimla,4441906,7362840550.605638
1941,himachal-pradesh,2022,1,solan,2993489,3959375876.029763
1942,himachal-pradesh,2022,1,kangra,2261593,3907092916.026638
1943,himachal-pradesh,2022,1,mandi,1201568,2151083001.502331
1944,himachal-pradesh,2022,1,una,1164923,2030776988.6375241
1945,himachal-pradesh,2022,1,kullu,1100232,2108742823.139438
1946,himachal-pradesh,2022,1,sirmaur,962227,1517999108.530391
1947,himachal-pradesh,2022,1,hamirpur,751389,1264679768.734494
1948,himachal-pradesh,2022,1,chamba,544135,943937757.0780619
1949,himachal-pradesh,2022,1,bilaspur,472169,885425010.4453133
1950,himachal-pradesh,2022,2,shimla,5875215,9396933042.155468
1951,himachal-pradesh,2022,2,solan,3773789,4536385240.1547575
1952,himachal-pradesh,2022,2,kangra,2984544,4846014285.107853
1953,himachal-pradesh,2022,2,kullu,1646598,3292385543.331986
1954,himachal-pradesh,2022,2,mandi,1587222,2699997310.1985917
1955,himachal-pradesh,2022,2,una,1526243,2532127305.66458
1956,himachal-pradesh,2022,2,sirmaur,1196118,1742899000.9373982
1957,himachal-pradesh,2022,2,hamirpur,1002506,1538456707.4950671
1958,himachal-pradesh,2022,2,chamba,727701,1229468817.252565
1959,himachal-pradesh,2022,2,bilaspur,597379,1083546519.842294
1960,himachal-pradesh,2022,3,shimla,8892834,13349267759.063
1961,himachal-pradesh,2022,3,solan,4064523,4837968887.089856
1962,himachal-pradesh,2022,3,kangra,3342842,5121570350.61087
