,states,year,quarter,brand,user_counts,percentage
1767,goa,2019,4,Motorola,12521,0.035415476345369006
1768,goa,2019,4,Huawei,7674,0.021705803488089002
1769,goa,2019,4,Lenovo,6696,0.018939543934876003
1770,goa,2019,4,Others,31023,0.08774812895634501
1771,goa,2020,1,Xiaomi,100364,0.25609594284256104
1772,goa,2020,1,Samsung,82358,0.21015054860933902
1773,goa,2020,1,Vivo,54965,0.140252615463128
1774,goa,2020,1,Oppo,38778,0.09894871140597
1775,goa,2020,1,Apple,19244,0.049104363357999004
1776,goa,2020,1,Realme,18803,0.04797907629497301
1777,goa,2020,1,OnePlus,14926,0.038086246491451
1778,goa,2020,1,Motorola,13118,0.033472824700178004
1779,goa,2020,1,Huawei,8459,0.021584587905077002
1780,goa,2020,1,Lenovo,7167,0.018287828527685002
1781,goa,2020,1,Others,33718,0.08603725440163301
1782,goa,2020,2,Xiaomi,109624,0.254561245033543
1783,goa,2020,2,Samsung,90927,0.21114436918161103
1784,goa,2020,2,Vivo,61868,0.143665576039327
1785,goa,2020,2,Oppo,43887,0.10191134569790401
1786,goa,2020,2,Realme,21236,0.049312765448554
1787,goa,2020,2,Apple,20388,0.047343598698678005
1788,goa,2020,2,OnePlus,15482,0.035951225968850004
1789,goa,2020,2,Motorola,13908,0.032296192402453
1790,goa,2020,2,Huawei,9221,0.021412366274304002
1791,goa,2020,2,Lenovo,7481,0.017371859028095002
1792,goa,2020,2,Others,36617,0.085029456226677
1793,goa,2020,3,Xiaomi,119983,0.25261599875358404
1794,goa,2020,3,Samsung,101577,0.21386342486346202
1795,goa,2020,3,Vivo,69991,0.147361262585217
1796,goa,2020,3,Oppo,49411,0.10403148041316901
1797,goa,2020,3,Realme,24328,0.05122093978044501
1798,goa,2020,3,Apple,21967,0.046250015790736
1799,goa,2020,3,OnePlus,16389,0.034505918368206004
1800,goa,2020,3,Motorola,14656,0.030857205418538
1801,goa,2020,3,Huawei,9964,0.020978520386894
1802,goa,2020,3,Lenovo,7790,0.016401312104968
1803,goa,2020,3,Others,38906,0.081913921534775
1804,goa,2020,4,Xiaomi,132099,0.25038477285133703
1805,goa,2020,4,Samsung,114296,0.21664038333232202
1806,goa,2020,4,Vivo,78921,0.149589449263055
1807,goa,2020,4,Oppo,55468,0.10513586462061
1808,goa,2020,4,Realme,28000,0.05307211742585
1809,goa,2020,4,Apple,24214,0.045896008976769
1810,goa,2020,4,OnePlus,17571,0.033304649117486006
1811,goa,2020,4,Motorola,15500,0.029379207860738003
1812,goa,2020,4,Huawei,10821,0.020510477952326002
1813,goa,2020,4,Lenovo,8172,0.015489476557287002
1814,goa,2020,4,Others,42522,0.080597592042215
1815,goa,2021,1,Xiaomi,142193,0.24944608664380202
1816,goa,2021,1,Samsung,123133,0.216009543273658
1817,goa,2021,1,Vivo,87010,0.15263975019077702
1818,goa,2021,1,Oppo,60381,0.10592507477611
1819,goa,2021,1,Realme,31824,0.055828150903014004
1820,goa,2021,1,Apple,26139,0.045855079074091004
1821,goa,2021,1,OnePlus,18577,0.032589226977290005
1822,goa,2021,1,Motorola,15944,0.027970212355381004
1823,goa,2021,1,Huawei,11414,0.020023331900672
1824,goa,2021,1,Lenovo,8178,0.014346487496381
1825,goa,2021,1,Others,45242,0.079367056408817
1826,goa,2021,2,Xiaomi,152107,0.249721723312526
1827,goa,2021,2,Samsung,129938,0.213325759391632
1828,goa,2021,2,Vivo,94216,0.154679152725469
1829,goa,2021,2,Oppo,64685,0.106196622591141
1830,goa,2021,2,Realme,37973,0.062342186745820004
1831,goa,2021,2,Apple,28049,0.046049456088102
1832,goa,2021,2,OnePlus,19803,0.032511582548850004
1833,goa,2021,2,Motorola,15937,0.026164575623947
1834,goa,2021,2,Huawei,11315,0.018576405420403
1835,goa,2021,2,Lenovo,7861,0.012905799647352001
1836,goa,2021,2,Others,47222,0.07752673590475201
1837,goa,2021,3,Xiaomi,163235,0.24980182352959102
1838,goa,2021,3,Samsung,135615,0.207534378644075
1839,goa,2021,3,Vivo,103139,0.15783569869830902
1840,goa,2021,3,Oppo,69841,0.10687909551952801
1841,goa,2021,3,Realme,45087,0.06899754842698301
1842,goa,2021,3,Apple,29989,0.045892773521787
1843,goa,2021,3,OnePlus,22136,0.033875168717805
1844,goa,2021,3,Motorola,15824,0.024215787395670003
1845,goa,2021,3,Huawei,11214,0.017161011113185
1846,goa,2021,3,Tecno,7719,0.011812541892516001
1847,goa,2021,3,Others,49659,0.07599417254054501
1848,goa,2021,4,Xiaomi,172749,0.247783206010516
1849,goa,2021,4,Samsung,141066,0.202338570637627
1850,goa,2021,4,Vivo,110824,0.15896083926916701
1851,goa,2021,4,Oppo,75088,0.10770276744246
1852,goa,2021,4,Realme,53598,0.076878501616516
1853,goa,2021,4,Apple,33398,0.047904552352483004
1854,goa,2021,4,OnePlus,24355,0.034933689818095005
1855,goa,2021,4,Motorola,16068,0.023047198850221003
1856,goa,2021,4,Huawei,10899,0.015633023417262002
1857,goa,2021,4,Tecno,9081,0.013025367983499
1858,goa,2021,4,Others,50052,0.07179228260214701
1859,goa,2022,1,Xiaomi,181266,0.245409055708692
1860,goa,2022,1,Samsung,146487,0.198323107166259
1861,goa,2022,1,Vivo,118448,0.16036218502412503
1862,goa,2022,1,Oppo,80145,0.10850522861305001
1863,goa,2022,1,Realme,60870,0.08240954851427201
1864,goa,2022,1,Apple,36235,0.049057170862734006
1865,goa,2022,1,OnePlus,26283,0.035583541376714004
1866,goa,2022,1,Motorola,16125,0.021831016425047003
1867,goa,2022,1,Huawei,10823,0.014652842838343002
1868,goa,2022,1,Tecno,10780,0.014594626794543
1869,goa,2022,1,Others,51166,0.069271676676215
1870,gujarat,2018,1,Xiaomi,655082,0.243520561714883
1871,gujarat,2018,1,Samsung,589816,0.219258541111534
1872,gujarat,2018,1,Vivo,424397,0.15776558633897902
1873,gujarat,2018,1,Oppo,297896,0.11074003140464402
1874,gujarat,2018,1,Apple,124833,0.046405491649219005
1875,gujarat,2018,1,Realme,107796,0.040072147411496006
1876,gujarat,2018,1,OnePlus,85786,0.03189013727636
1877,gujarat,2018,1,Lenovo,74654,0.027751921155310003
1878,gujarat,2018,1,Motorola,65692,0.024420382089836
1879,gujarat,2018,1,Huawei,32104,0.011934359535591
1880,gujarat,2018,1,Others,231992,0.086240840312143
1881,gujarat,2018,2,Xiaomi,877057,0.245961874180589
1882,gujarat,2018,2,Samsung,771605,0.216388914206389
1883,gujarat,2018,2,Vivo,588311,0.16498594294447902
1884,gujarat,2018,2,Oppo,406366,0.11396128525656701
1885,gujarat,2018,2,Apple,158941,0.044573415689216
1886,gujarat,2018,2,Realme,139735,0.039187284849929005
1887,gujarat,2018,2,OnePlus,104673,0.029354497206116003
1888,gujarat,2018,2,Lenovo,94848,0.026599174104169003
1889,gujarat,2018,2,Motorola,82342,0.023091991334403
1890,gujarat,2018,2,Huawei,42387,0.011887010719819001
1891,gujarat,2018,2,Others,299560,0.08400860950831801
1892,gujarat,2018,3,Xiaomi,1090580,0.246003830656212
1893,gujarat,2018,3,Samsung,952941,0.214956386866953
1894,gujarat,2018,3,Vivo,773925,0.174575468686945
1895,gujarat,2018,3,Oppo,521622,0.11766308767312302
1896,gujarat,2018,3,Apple,186759,0.042127518760222006
1897,gujarat,2018,3,Realme,171742,0.038740110660895
1898,gujarat,2018,3,OnePlus,121797,0.027473939153876
1899,gujarat,2018,3,Lenovo,107576,0.024266086015397002
1900,gujarat,2018,3,Motorola,95285,0.021493585985509003
1901,gujarat,2018,3,Huawei,53733,0.012120636571961002
1902,gujarat,2018,3,Others,357223,0.08057934896890101
1903,gujarat,2018,4,Xiaomi,1363826,0.24445531847773003
1904,gujarat,2018,4,Samsung,1194869,0.21417107602741603
1905,gujarat,2018,4,Vivo,1025717,0.18385188132725303
1906,gujarat,2018,4,Oppo,679260,0.12175212939860601
1907,gujarat,2018,4,Apple,230209,0.041263192233789006
1908,gujarat,2018,4,Realme,212094,0.03801621784393
1909,gujarat,2018,4,OnePlus,145412,0.026063982333878
1910,gujarat,2018,4,Lenovo,127399,0.022835290659324003
1911,gujarat,2018,4,Motorola,112287,0.020126580917147002
1912,gujarat,2018,4,Huawei,68005,0.012189373082107002
1913,gujarat,2018,4,Others,419962,0.07527495769881501
1914,gujarat,2019,1,Xiaomi,1611706,0.24226941425044501
1915,gujarat,2019,1,Samsung,1419211,0.213333832391136
1916,gujarat,2019,1,Vivo,1271697,0.191159732168303
1917,gujarat,2019,1,Oppo,837507,0.125892892575102
1918,gujarat,2019,1,Apple,266733,0.040094935224702005
1919,gujarat,2019,1,Realme,248960,0.037423322474316005
1920,gujarat,2019,1,OnePlus,164369,0.024707720484338003
1921,gujarat,2019,1,Lenovo,143180,0.021522619343961002
1922,gujarat,2019,1,Motorola,124721,0.018747888023454
1923,gujarat,2019,1,Huawei,81525,0.012254725115354002
1924,gujarat,2019,1,Others,482927,0.072592917948884
1925,gujarat,2019,2,Xiaomi,1819154,0.24016359842606402
1926,gujarat,2019,2,Samsung,1612210,0.21284297811976602
1927,gujarat,2019,2,Vivo,1487567,0.19638768549549102
1928,gujarat,2019,2,Oppo,976688,0.128941752385755
1929,gujarat,2019,2,Apple,301303,0.039777837773255005
1930,gujarat,2019,2,Realme,281975,0.037226167034890005
1931,gujarat,2019,2,OnePlus,180243,0.0237955706175
1932,gujarat,2019,2,Lenovo,158443,0.020917547951092002
1933,gujarat,2019,2,Motorola,134995,0.017821957332653002
1934,gujarat,2019,2,Huawei,92218,0.012174563956462001
1935,gujarat,2019,2,Others,529849,0.069950340907065
1936,gujarat,2019,3,Xiaomi,2007322,0.238136291048638
1937,gujarat,2019,3,Samsung,1784247,0.211672050072016
1938,gujarat,2019,3,Vivo,1706171,0.20240959538865502
1939,gujarat,2019,3,Oppo,1111618,0.131875497594758
1940,gujarat,2019,3,Apple,330663,0.039227817164867
1941,gujarat,2019,3,Realme,318122,0.037740030339414005
1942,gujarat,2019,3,OnePlus,194687,0.023096463893379
1943,gujarat,2019,3,Lenovo,161748,0.019188784263080003
1944,gujarat,2019,3,Motorola,141326,0.016766044246383
1945,gujarat,2019,3,Huawei,102241,0.01212924111483
1946,gujarat,2019,3,Others,571154,0.067758184873973
1947,gujarat,2019,4,Xiaomi,2194279,0.23534173141227002
1948,gujarat,2019,4,Samsung,1961599,0.210386238484978
1949,gujarat,2019,4,Vivo,1944394,0.20854096061058303
1950,gujarat,2019,4,Oppo,1262789,0.135437175340223
1951,gujarat,2019,4,Realme,362885,0.038920294184806005
1952,gujarat,2019,4,Apple,353958,0.037962851837539
1953,gujarat,2019,4,OnePlus,206534,0.022151271171761
1954,gujarat,2019,4,Lenovo,169920,0.018224331090792002
1955,gujarat,2019,4,Motorola,147476,0.015817157791582
1956,gujarat,2019,4,Huawei,111054,0.011910810175122001
1957,gujarat,2019,4,Others,608911,0.065307177900338
1958,gujarat,2020,1,Xiaomi,2375291,0.23151338670581903
1959,gujarat,2020,1,Vivo,2206536,0.21506527926401903
1960,gujarat,2020,1,Samsung,2139753,0.208556115332369
1961,gujarat,2020,1,Oppo,1429059,0.139286634308146
1962,gujarat,2020,1,Realme,411217,0.040080242943288005
1963,gujarat,2020,1,Apple,377075,0.036752511709974005
1964,gujarat,2020,1,OnePlus,216733,0.021124397322649
1965,gujarat,2020,1,Lenovo,183981,0.01793214574531
1966,gujarat,2020,1,Motorola,152517,0.014865432151349
1967,gujarat,2020,1,Huawei,119412,0.011638774589435
1968,gujarat,2020,1,Others,648269,0.063185079927636
1969,gujarat,2020,2,Xiaomi,2596510,0.22791083765622003
1970,gujarat,2020,2,Vivo,2517289,0.22095714809986802
1971,gujarat,2020,2,Samsung,2358840,0.207049154556307
1972,gujarat,2020,2,Oppo,1638925,0.14385801310440502
1973,gujarat,2020,2,Realme,464677,0.040787412453477
1974,gujarat,2020,2,Apple,399962,0.035106999183772004
1975,gujarat,2020,2,OnePlus,225499,0.019793363391876
1976,gujarat,2020,2,Lenovo,199446,0.017506539519271003
1977,gujarat,2020,2,Motorola,159087,0.013963994527352001
1978,gujarat,2020,2,Huawei,128197,0.011252598932803
1979,gujarat,2020,2,Others,704225,0.061813938574645004
1980,gujarat,2020,3,Vivo,2833786,0.22728751804541703
1981,gujarat,2020,3,Xiaomi,2792901,0.22400828306603301
1982,gujarat,2020,3,Samsung,2570866,0.20619967505215603
1983,gujarat,2020,3,Oppo,1827108,0.146545590429526
1984,gujarat,2020,3,Realme,525717,0.042165820610406
1985,gujarat,2020,3,Apple,425591,0.034135083627510006
1986,gujarat,2020,3,OnePlus,236755,0.018989244895289
1987,gujarat,2020,3,Lenovo,211958,0.017000369029231
1988,gujarat,2020,3,Motorola,164618,0.013203402319582001
1989,gujarat,2020,3,Huawei,135946,0.010903727002745
1990,gujarat,2020,3,Others,742601,0.059561285922100006
1991,gujarat,2020,4,Vivo,3159752,0.232245854766003
1992,gujarat,2020,4,Xiaomi,2998305,0.22037929165775702
1993,gujarat,2020,4,Samsung,2800655,0.20585176127103702
1994,gujarat,2020,4,Oppo,2016643,0.14822586623661502
1995,gujarat,2020,4,Realme,592948,0.043582444157577005
1996,gujarat,2020,4,Apple,456563,0.033557970432341
1997,gujarat,2020,4,OnePlus,249222,0.018318139023724003
1998,gujarat,2020,4,Lenovo,223106,0.016398579278824002
1999,gujarat,2020,4,Motorola,170289,0.012516461533135001
2000,gujarat,2020,4,Huawei,144035,0.010586758609922
2001,gujarat,2020,4,Others,793685,0.058336873033059004
2002,gujarat,2021,1,Vivo,3492512,0.238069666204639
2003,gujarat,2021,1,Xiaomi,3197714,0.21797454227727803
2004,gujarat,2021,1,Samsung,2987011,0.20361181628569502
2005,gujarat,2021,1,Oppo,2188804,0.149201445168228
2006,gujarat,2021,1,Realme,666628,0.045441191166319006
2007,gujarat,2021,1,Apple,489078,0.033338363964972
2008,gujarat,2021,1,OnePlus,264150,0.018005980316733002
2009,gujarat,2021,1,Lenovo,224880,0.015329111692701002
2010,gujarat,2021,1,Motorola,174216,0.011875562622979001
2011,gujarat,2021,1,Huawei,149907,0.010218521640509001
2012,gujarat,2021,1,Others,835226,0.056933798659943004
2013,gujarat,2021,2,Vivo,3834323,0.24366596528046103
2014,gujarat,2021,2,Xiaomi,3362430,0.21367781265114602
2015,gujarat,2021,2,Samsung,3154317,0.20045251706900202
2016,gujarat,2021,2,Oppo,2364362,0.15025196077702402
2017,gujarat,2021,2,Realme,790357,0.050226102840363
2018,gujarat,2021,2,Apple,529166,0.033627773190625
2019,gujarat,2021,2,OnePlus,293085,0.018625149585526
2020,gujarat,2021,2,Lenovo,218253,0.013869678668269
2021,gujarat,2021,2,Motorola,173429,0.011021174974728001
2022,gujarat,2021,2,Huawei,146703,0.009322774347528
2023,gujarat,2021,2,Others,869556,0.055259090615322005
2024,gujarat,2021,3,Vivo,4261214,0.251447105438024
2025,gujarat,2021,3,Xiaomi,3544088,0.20913070055097802
2026,gujarat,2021,3,Samsung,3267319,0.19279902513524502
2027,gujarat,2021,3,Oppo,2580826,0.152290222302657
2028,gujarat,2021,3,Realme,932371,0.055017652045721004
2029,gujarat,2021,3,Apple,569577,0.033609785374326004
2030,gujarat,2021,3,OnePlus,345805,0.020405374218707
2031,gujarat,2021,3,Lenovo,210237,0.012405733461397
2032,gujarat,2021,3,Motorola,172358,0.010170557075773001
2033,gujarat,2021,3,Tecno,161791,0.009547016093517
2034,gujarat,2021,3,Others,901175,0.05317682830365
2035,gujarat,2021,4,Vivo,4645259,0.256089504714127
2036,gujarat,2021,4,Xiaomi,3700589,0.204010584589696
2037,gujarat,2021,4,Samsung,3390165,0.18689715164411003
2038,gujarat,2021,4,Oppo,2791203,0.153876843858778
2039,gujarat,2021,4,Realme,1116664,0.06156081516490101
2040,gujarat,2021,4,Apple,635160,0.035015875285796
2041,gujarat,2021,4,OnePlus,397948,0.021938562784546003
2042,gujarat,2021,4,Lenovo,199946,0.011022866993976001
2043,gujarat,2021,4,Tecno,187064,0.010312692383749001
2044,gujarat,2021,4,Motorola,174499,0.009619993736218
2045,gujarat,2021,4,Others,900704,0.049655108844099
2046,gujarat,2022,1,Vivo,4996272,0.25934028378670604
2047,gujarat,2022,1,Xiaomi,3842766,0.199465526489731
2048,gujarat,2022,1,Samsung,3511762,0.182284181820239
2049,gujarat,2022,1,Oppo,2996365,0.155531594242377
2050,gujarat,2022,1,Realme,1272108,0.06603100266105101
2051,gujarat,2022,1,Apple,693504,0.035997544602698
2052,gujarat,2022,1,OnePlus,441053,0.022893631528663003
2053,gujarat,2022,1,Tecno,223305,0.011591038692647
2054,gujarat,2022,1,Lenovo,203354,0.010555446955082001
2055,gujarat,2022,1,Motorola,174739,0.009070135062423
2056,gujarat,2022,1,Others,910086,0.047239614158378004
2057,haryana,2018,1,Xiaomi,444407,0.24056368097774203
2058,haryana,2018,1,Samsung,394835,0.213729668927013
2059,haryana,2018,1,Vivo,256267,0.138720886109181
2060,haryana,2018,1,Oppo,192587,0.10425001772802901
2061,haryana,2018,1,Apple,100085,0.054177400469968
2062,haryana,2018,1,Realme,89281,0.048329045225151
2063,haryana,2018,1,OnePlus,55486,0.03003534238374
2064,haryana,2018,1,Motorola,53420,0.028916987891349003
2065,haryana,2018,1,Lenovo,34977,0.018933535856902002
2066,haryana,2018,1,Huawei,29629,0.01603858918444
2067,haryana,2018,1,Others,196383,0.10630484524647901
2068,haryana,2018,2,Xiaomi,599986,0.24517033811004402
2069,haryana,2018,2,Samsung,516011,0.210855905535299
2070,haryana,2018,2,Vivo,351564,0.143658459942931
2071,haryana,2018,2,Oppo,260510,0.10645135850011
2072,haryana,2018,2,Apple,127528,0.052111354062424
2073,haryana,2018,2,Realme,116691,0.047683065812200005
2074,haryana,2018,2,Motorola,68775,0.028103305749664003
2075,haryana,2018,2,OnePlus,67358,0.027524281623931002
2076,haryana,2018,2,Lenovo,44001,0.017979986278313
2077,haryana,2018,2,Huawei,39423,0.016109292949022
2078,haryana,2018,2,Others,255374,0.10435265143605701
2079,haryana,2018,3,Xiaomi,751015,0.248647694773999
2080,haryana,2018,3,Samsung,630157,0.20863376283522903
2081,haryana,2018,3,Vivo,451732,0.149560422169528
2082,haryana,2018,3,Oppo,328450,0.10874394698976701
2083,haryana,2018,3,Apple,152459,0.050476460387008
2084,haryana,2018,3,Realme,143729,0.047586112823541006
2085,haryana,2018,3,Motorola,81942,0.027129537233172
2086,haryana,2018,3,OnePlus,79279,0.026247865347546
2087,haryana,2018,3,Huawei,50399,0.016686211552252
2088,haryana,2018,3,Lenovo,49707,0.016457102673223003
2089,haryana,2018,3,Others,301529,0.09983088321472801
2090,haryana,2018,4,Xiaomi,948615,0.250091021041217
2091,haryana,2018,4,Samsung,785842,0.20717786262822302
2092,haryana,2018,4,Vivo,591623,0.15597434168916602
2093,haryana,2018,4,Oppo,427382,0.11267416259982901
2094,haryana,2018,4,Apple,187472,0.049424754928647
2095,haryana,2018,4,Realme,179167,0.047235240816233
2096,haryana,2018,4,Motorola,98841,0.026058249775446
2097,haryana,2018,4,OnePlus,93582,0.024671777202636
2098,haryana,2018,4,Huawei,65203,0.017189992615497002
2099,haryana,2018,4,Lenovo,59641,0.015723637709628
2100,haryana,2018,4,Others,355711,0.09377895899347201
2101,haryana,2019,1,Xiaomi,1136307,0.250355878589934
2102,haryana,2019,1,Samsung,934852,0.2059704761227
2103,haryana,2019,1,Vivo,732478,0.161382595757834
2104,haryana,2019,1,Oppo,527926,0.11631484938530601
2105,haryana,2019,1,Apple,216144,0.047621743967028
2106,haryana,2019,1,Realme,213023,0.046934112282036006
2107,haryana,2019,1,Motorola,111982,0.024672339426104
2108,haryana,2019,1,OnePlus,105006,0.023135358126997
2109,haryana,2019,1,Huawei,80507,0.017737636675334
2110,haryana,2019,1,Lenovo,67191,0.014803800239139001
2111,haryana,2019,1,Others,413351,0.09107120942758201
2112,haryana,2019,2,Xiaomi,1301537,0.251357562625168
2113,haryana,2019,2,Samsung,1060392,0.20478676253324102
2114,haryana,2019,2,Vivo,854882,0.165097923341502
2115,haryana,2019,2,Oppo,615320,0.11883283797119701
2116,haryana,2019,2,Realme,244076,0.047136845479844
2117,haryana,2019,2,Apple,243241,0.046975587240707
2118,haryana,2019,2,Motorola,122500,0.023657645861456
2119,haryana,2019,2,OnePlus,114507,0.022114008609451
2120,haryana,2019,2,Huawei,92344,0.017833809383105
2121,haryana,2019,2,Lenovo,72976,0.014093390729679
2122,haryana,2019,2,Others,456255,0.08811362622464501
2123,haryana,2019,3,Xiaomi,1453801,0.251359498125092
2124,haryana,2019,3,Samsung,1177753,0.203631310609445
2125,haryana,2019,3,Vivo,977699,0.169042344830829
2126,haryana,2019,3,Oppo,699529,0.12094726744853501
2127,haryana,2019,3,Realme,278941,0.048228381853163006
2128,haryana,2019,3,Apple,268393,0.046404652205004004
2129,haryana,2019,3,Motorola,129804,0.022442870994468
2130,haryana,2019,3,OnePlus,123917,0.021425019606649002
2131,haryana,2019,3,Huawei,103942,0.017971379132438
2132,haryana,2019,3,Lenovo,73965,0.012788411397999001
2133,haryana,2019,3,Others,496008,0.085758863796373
2134,haryana,2019,4,Xiaomi,1597800,0.25096286462691103
2135,haryana,2019,4,Samsung,1285177,0.20185987074265802
2136,haryana,2019,4,Vivo,1103105,0.17326222980615102
2137,haryana,2019,4,Oppo,785251,0.12333761447687201
2138,haryana,2019,4,Realme,319391,0.050166028474185005
2139,haryana,2019,4,Apple,288206,0.045267870423497
2140,haryana,2019,4,Motorola,136766,0.021481529067195002
2141,haryana,2019,4,OnePlus,130817,0.020547132971522
2142,haryana,2019,4,Huawei,113928,0.017894415597205
2143,haryana,2019,4,Lenovo,76631,0.012036259406199
2144,haryana,2019,4,Others,529607,0.0831841844076
2145,haryana,2020,1,Xiaomi,1753322,0.24980473786717602
2146,haryana,2020,1,Samsung,1400065,0.199474409333829
2147,haryana,2020,1,Vivo,1250165,0.17811739093886803
2148,haryana,2020,1,Oppo,881733,0.125625002671408
2149,haryana,2020,1,Realme,364011,0.051862505823669004
2150,haryana,2020,1,Apple,308315,0.043927212317827
2151,haryana,2020,1,Motorola,143514,0.020447172367808002
2152,haryana,2020,1,OnePlus,137007,0.019520086852824
2153,haryana,2020,1,Huawei,123916,0.017654945239692
2154,haryana,2020,1,Lenovo,80705,0.011498453432723
2155,haryana,2020,1,Others,576017,0.08206808315417001
2156,haryana,2020,2,Xiaomi,1914791,0.24922834906398303
2157,haryana,2020,2,Samsung,1520490,0.19790630542356602
2158,haryana,2020,2,Vivo,1398622,0.18204402048294901
2159,haryana,2020,2,Oppo,984512,0.12814364617009402
2160,haryana,2020,2,Realme,407778,0.053076203995429005
2161,haryana,2020,2,Apple,326534,0.042501520914428007
2162,haryana,2020,2,Motorola,151138,0.019672055185569002
2163,haryana,2020,2,OnePlus,142338,0.018526651080493003
2164,haryana,2020,2,Huawei,133152,0.017331005386262
2165,haryana,2020,2,Lenovo,83928,0.010924031333049
2166,haryana,2020,2,Others,619595,0.080646210964172
2167,haryana,2020,3,Xiaomi,2075024,0.24706149057200402
2168,haryana,2020,3,Samsung,1655037,0.197055989796657
2169,haryana,2020,3,Vivo,1573430,0.187339501186833
2170,haryana,2020,3,Oppo,1092131,0.13003392382926302
2171,haryana,2020,3,Realme,459785,0.05474402582459201
2172,haryana,2020,3,Apple,348330,0.041473702960036
2173,haryana,2020,3,Motorola,158324,0.018850752296514003
2174,haryana,2020,3,OnePlus,149108,0.017753454772672
2175,haryana,2020,3,Huawei,142260,0.016938101751484
2176,haryana,2020,3,Lenovo,87838,0.01045837889531
2177,haryana,2020,3,Others,657549,0.078290678114629
2178,haryana,2020,4,Xiaomi,2236661,0.24498270676930503
2179,haryana,2020,4,Samsung,1795147,0.19662343605436702
2180,haryana,2020,4,Vivo,1744266,0.19105041220179
2181,haryana,2020,4,Oppo,1196039,0.131002808034679
2182,haryana,2020,4,Realme,514733,0.056378987966207
2183,haryana,2020,4,Apple,374080,0.040973187688372006
2184,haryana,2020,4,Motorola,165075,0.018080755340189002
2185,haryana,2020,4,OnePlus,156430,0.017133863745968002
2186,haryana,2020,4,Huawei,151226,0.016563866770107002
2187,haryana,2020,4,Lenovo,91990,0.010075715182456
2188,haryana,2020,4,Others,704226,0.07713426024655501
2189,haryana,2021,1,Xiaomi,2382996,0.24247242927154802
2190,haryana,2021,1,Vivo,1922898,0.195656958426032
2191,haryana,2021,1,Samsung,1913165,0.19466661511278302
2192,haryana,2021,1,Oppo,1300515,0.132328812702198
2193,haryana,2021,1,Realme,577867,0.058798594410507006
2194,haryana,2021,1,Apple,401563,0.040859471067333
2195,haryana,2021,1,Motorola,169504,0.017247215963117003
2196,haryana,2021,1,OnePlus,165335,0.016823015688491
2197,haryana,2021,1,Huawei,157570,0.016032918511117
2198,haryana,2021,1,Lenovo,92713,0.009433648371651001
2199,haryana,2021,1,Others,743779,0.075680320475218
2200,haryana,2021,2,Xiaomi,2505880,0.23796188515101802
2201,haryana,2021,2,Vivo,2114734,0.20081811149494502
2202,haryana,2021,2,Samsung,2016108,0.19145244798156602
2203,haryana,2021,2,Oppo,1416092,0.13447408569735
2204,haryana,2021,2,Realme,673053,0.06391405840924
2205,haryana,2021,2,Apple,434298,0.041241548197566
2206,haryana,2021,2,OnePlus,181344,0.017220680998621
2207,haryana,2021,2,Motorola,169562,0.016101845726841
2208,haryana,2021,2,Huawei,154484,0.014670017664720002
2209,haryana,2021,2,Tecno,108879,0.010339302797164001
2210,haryana,2021,2,Others,756160,0.07180601588096501
2211,haryana,2021,3,Xiaomi,2638176,0.232944611974426
2212,haryana,2021,3,Vivo,2357220,0.208136871170974
2213,haryana,2021,3,Samsung,2089070,0.184459869446698
2214,haryana,2021,3,Oppo,1560205,0.13776235866203
2215,haryana,2021,3,Realme,781719,0.06902391240312801
2216,haryana,2021,3,Apple,467144,0.041247694549636005
2217,haryana,2021,3,OnePlus,210246,0.018564217432489
2218,haryana,2021,3,Motorola,168742,0.014899513798089
2219,haryana,2021,3,Huawei,153598,0.013562334927634001
2220,haryana,2021,3,Tecno,134477,0.011873996497763
2221,haryana,2021,3,Others,764739,0.06752461913712701
2222,haryana,2021,4,Xiaomi,2742821,0.22637187378238702
2223,haryana,2021,4,Vivo,2569078,0.21203242966023203
2224,haryana,2021,4,Samsung,2176063,0.17959591923006402
2225,haryana,2021,4,Oppo,1697572,0.140104860842364
2226,haryana,2021,4,Realme,916660,0.07565424131628101
2227,haryana,2021,4,Apple,529430,0.043695181397768006
2228,haryana,2021,4,OnePlus,238331,0.019670053222733002
2229,haryana,2021,4,Motorola,170147,0.014042657252679001
2230,haryana,2021,4,Tecno,156987,0.012956529554599002
2231,haryana,2021,4,Huawei,147354,0.012161493983504001
2232,haryana,2021,4,Others,771996,0.063714759757384
2233,haryana,2022,1,Xiaomi,2837979,0.22056280770604503
2234,haryana,2022,1,Vivo,2767906,0.21511685563085903
2235,haryana,2022,1,Samsung,2259241,0.17558429369795
2236,haryana,2022,1,Oppo,1825605,0.14188285556806302
2237,haryana,2022,1,Realme,1043668,0.081112067563908
2238,haryana,2022,1,Apple,578053,0.044925276995672
2239,haryana,2022,1,OnePlus,267015,0.020751942878939
2240,haryana,2022,1,Tecno,184983,0.014376558056943002
2241,haryana,2022,1,Motorola,170641,0.013261922681516
2242,haryana,2022,1,Huawei,145049,0.011272956810094001
2243,haryana,2022,1,Others,786848,0.061152462410006006
2244,himachal-pradesh,2018,1,Xiaomi,63002,0.27708654941439803
2245,himachal-pradesh,2018,1,Samsung,36283,0.159574795600181
2246,himachal-pradesh,2018,1,Vivo,20480,0.09007226011883501
2247,himachal-pradesh,2018,1,Oppo,20074,0.08828664793093201
2248,himachal-pradesh,2018,1,Realme,10722,0.047155994775105
